"mock_1","mock_2","mock_3","IR_1","IR_2","IR_3"
4.47395074903295,4.76385886233751,5.05668417455691,8.5429172268008,8.67600509248721,9.7145832542121
3.21574227490339,3.29161909771306,3.68632468614695,7.37721760988801,8.31063218578583,7.16145608511113
2,6.4352535877835,6.56237973471472,2,2,2
5.53366551807172,5.52333501731234,5.23722094584841,9.41076083487648,9.43818761274737,9.95585937288065
3.02054902687355,2.92980347842171,2,7.2116250080139,7.19325808532586,3.52632038563396
7.03955149336475,7.22425882744192,7.0897324464221,11.065622831843,11.2073819195502,11.5759745348435
7.71244562126053,7.74122307883933,7.3706563849398,11.5281411546649,11.56860487764,12.1662216239025
3.38764607947693,2,2,6.27264530282724,6.97742272944735,2
8.10013002639863,8.32695871371693,8.17853774453023,12.1662569415524,12.3089919896351,12.5616285043997
2,2,2,5.73541856628602,6.91801191246478,2
2,2,2,6.48110371203179,2,6.26139454514654
4.68647047173636,5.19300656864486,4.60933484006308,8.60657689806086,9.62006100501182,8.21605878401867
8.52071619433825,8.57991512675058,8.58414639609803,12.3680058642911,12.467611419568,12.980834214806
4.22462559307868,4.76385886233751,4.38263395841953,8.22137050381376,8.33354951415515,8.8929350644191
2,2,2,5.91856086108383,6.97742272944735,3.67532785816745
7.13917106611423,7.15997758132563,6.43501023001796,7.6689446089148,7.88363683298693,2
2.66705040777472,2.62574730718386,2.73596168886882,6.13138749082874,6.81321081477687,7.02923735944562
9.4451053317089,7.66607218341475,7.34726180890293,7.22327585256257,12.5912216515119,6.78870912380512
5.7381506558692,6.44727363574004,6.56237973471472,9.99033972013215,11.1834035258853,7.37263171768458
5.47767118969516,2,2,6.84009718013324,2,2
4.39553426187107,4.80180198547314,3.95749306359407,8.34383442891,8.44297412616012,8.25209940793153
9.43656362987261,9.70592113137445,9.50265267905849,13.0442321677097,13.8152860918883,8.62623640181225
7.36173127121187,6.44727363574004,7.40127047891466,7.71092831755111,2,7.08358737385055
7.18651466925399,7.52575007836021,6.71640261030352,3.32326766067903,3.82453428118048,2.70206712225404
3.74471797939046,3.58064539843318,2.73596168886882,6.88479936674483,8.05888867592567,6.37471078233416
5.88887458072804,7.66092015126036,7.42381212716354,7.38760960143987,2,6.83696933083156
2,2,7.43124841551398,5.79908444247813,4.70210505884218,3.67532785816745
2.52693767814962,2.4457336859593,2.52974254386578,6.38063631757005,7.14225036873266,5.33472475226816
2.52693767814962,2.4457336859593,2.52974254386578,6.10643891071612,5.94525656164011,7.02923735944562
5.33789113401729,5.2762224247166,5.54202484822035,9.26900397799229,9.68980508747421,5.1935893202123
5.35870817395572,5.38019905998678,4.85027968530839,7.47791523253259,8.03111883603056,2
7.03955149336475,2.78577080725826,4.25435461444572,3.63378053792537,7.62341635349265,7.39429573526406
8.62749866140182,7.23122754865738,8.06839264330516,3.13872136221731,4.95948654149144,5.03713477511851
2.19780983943512,6.05017807420722,6.10383425344621,6.00209252531316,2,6.63341349274359
9.08957619945006,9.26968580090409,9.1118278130034,12.8292557613933,12.9437763753229,13.3219563554701
7.23235387830226,7.3639676243905,7.15406387493536,10.8086154457077,11.8137726600978,10.4723304044302
2,2,2,6.31681637042005,6.29578138161116,3.36013118441267
10.2048578235823,5.54586886737767,11.4909031346234,10.1605813391067,10.4480912424497,10.4710567158453
5.41941552920258,5.90084302873543,6.08509959826881,2,2,2
4.95605077819701,5.52333501731234,5.30355148283437,8.98063869856639,9.67193351770807,5.58130261039955
11.5785284033441,11.4793578598367,11.6266463070558,15.2027931696132,15.0749312244047,15.7299728091252
2,2,2,4.00167426298468,5.30695378701488,6.8989033038801
3.21574227490339,2.62574730718386,2.73596168886882,6.40129731271564,6.76906153451884,6.7045047915389
9.982322257154,10.4194218208069,9.93544508743065,13.7467287749199,13.8193508064813,14.0306201865566
4.22462559307868,3.74547091939621,3.78248970659073,7.28015918608504,8.34110843277985,7.12304703109874
4.871666434294,5.07401471625693,4.66085071453746,8.08753874286366,8.14777434287291,9.30969254508412
3.86599996239627,4.15025506179734,4.11354600986595,7.43847553244089,7.27445711377656,8.40931909233817
10.5541449810008,10.7124569117011,10.4223623554238,14.0971997799082,14.1004424848747,14.6082442071259
3.46648096044379,3.06075283517094,2.91635670221343,6.48110371203179,6.70019614548092,7.27090433198284
5.49657847130341,6.4591943636469,5.83896651282593,2,2,5.72500649668295
3.38764607947693,3.6654107602177,3.472324604371,6.82488325951145,6.67649062993158,7.86679224840251
5.62241492684,5.38019905998678,5.45714900452618,9.01120338710235,8.71725125788175,9.64851330006076
5.15956704052462,5.32914725365209,4.38263395841953,8.42679218249134,8.12167888699937,9.09165924063775
4.90034647160887,5.35489896259306,4.9776295909739,8.4418293630004,8.39294015833843,9.24558690449096
6.75548490912053,6.08136434692493,6.19402321896545,9.62792947004747,9.65686954389619,10.52237728023
4.31260928294178,5.75373581750007,5.83896651282593,9.34295844157679,8.63354491993658,8.33284984525265
9.99234794767066,10.1270351584179,10.1077638114974,13.5514382643105,13.6283081509,13.9802534306719
4.03071481366727,4.09019605134865,5.3669659336782,8.10023144416911,8.2556987437714,7.65877966788401
7.57243495541995,6.98137580164441,7.11765503568555,10.5016730541605,10.7185848774738,11.1982075248874
7.58131844330169,7.23816277026406,7.36290026820093,10.7514257663175,10.7642815421202,11.349348939804
2,2,2,2.67890927947997,6.97742272944735,2.3933250798624
4.35466749824522,4.51250141419116,4.03762849414147,7.51630537775689,7.78732185731784,8.20384235004041
2.66705040777472,2.24001299112103,2.91635670221343,5.76760267136618,6.32656962392933,6.307794436461
6.30818223571054,6.4352535877835,6.3115060610779,9.59691820895107,9.8063383954493,10.2527341632151
9.4018819323944,9.47443782976969,9.34229343926646,12.7069988222632,12.695152094984,13.3892456337813
2.91206347829994,2.62574730718386,2.28905038320323,6.13138749082874,6.26432173985754,6.03187463770055
7.30386945235398,7.57039756744876,7.64459770042406,4.10604983603881,4.13396963110022,3.67532785816745
2,2,2.52974254386578,5.18785336742059,6.41517807399206,2
7.15710747471302,7.23816277026406,7.20701021571753,10.4166992192392,10.3559569336247,11.3135550221821
4.54832380658439,5.13473708402278,4.44273531389773,7.85269268085159,8.33354951415515,8.45126228263103
6.53545151088097,7.0140682526312,6.67941088162368,9.97835753494718,10.1583358649944,10.6036645367987
13.04340398257,13.9906043110048,13.4139941837858,14.1061748424062,16.3565483440075,10.3776236695137
4.842404668541,5.13473708402278,5.39765761135946,8.44680712765283,8.53811921555466,8.90430415811561
2,5.32914725365209,4.60933484006308,6.20374456905099,6.09582890690465,2
3.54123026357341,4.46599598094295,3.22095805697099,6.85515233536753,7.24252379536486,7.39429573526406
2.91206347829994,3.06075283517094,3.07668143879084,6.10643891071612,7.36622322782936,5.61859264939253
8.87153701294943,8.76176340394471,8.88692958395844,12.0667031651627,12.0337997666968,12.8165528363924
5.27357470882481,3.74547091939621,3.87264331564056,7.31324284414748,8.3856486638972,4.51127968962853
8.51840531121033,8.72520820420083,8.54697957693501,11.9222846719353,11.9491532740696,12.3695898034869
6.26472583969712,6.50591604483768,5.92576110251823,9.39281753385367,9.43818761274737,10.1844328675256
2,2,2,5.27998673125871,6.05963332949688,2
9.75584458804519,9.74174255143615,9.74867267780628,13.1938454306646,12.9865771156466,13.4879472883224
3.38764607947693,3.58064539843318,4.03762849414147,6.74630979613813,7.15945410122863,7.41563924523638
12.05079895222,11.9831139058851,12.0396066492566,8.88485606843899,8.37095417959777,8.43567613516103
9.23458792153721,8.87287942595089,9.37350882328055,13.7484936433134,9.21776767483479,8.91932491015425
5.81548006262781,5.45354145252458,5.39765761135946,8.60212176946405,8.81276918408973,9.46874928895676
5.81548006262781,8.6749809257034,8.13366134682854,10.089156058004,11.3815099598999,8.33844840664536
11.639075968589,11.7824675708286,11.7069587226621,14.8210733858062,15.0028953507405,15.5410510186858
4.78203807070798,4.20791343663929,2,6.69702600151531,7.19325808532586,5.61859264939253
6.26472583969712,7.4738125918635,7.12684374832955,9.79728746037739,10.5478181968319,6.03187463770055
5.15956704052462,5.61143260293457,5.45714900452618,2,2,2
4.03071481366727,3.74547091939621,3.58328893691999,6.62858076177982,7.01571285134276,7.74561552069088
3.21574227490339,2.92980347842171,2.73596168886882,5.91856086108383,5.8210251295892,7.07019061580093
3.97787215776653,2.92980347842171,2.91635670221343,6.5194102207025,6.81321081477687,6.47977113768865
8.94908158330567,9.04094041452165,8.95815466477055,12.2177630432026,12.2934912848847,12.6046603508834
8.1928907784857,8.64136972215519,8.37255863699878,11.5002802009668,11.6059483057209,12.1826552322672
2,2,2.28905038320323,5.03758382840957,6.16560462238035,2
3.21574227490339,2,2.52974254386578,6.38063631757005,5.36742659539665,2
5.51524116498411,4.31674601976113,4.55591109587355,2,6.49865778999075,7.24728996533388
8.96783353829819,8.95304679255118,8.92429973555518,12.1647471861317,12.0931980526282,12.6677273479753
6.7317434409042,5.86544844724003,5.77026231503232,2,6.23216076220591,7.12304703109874
4.95605077819701,5.54586886737767,4.80520284037404,8.28945400650287,8.29514918858043,8.71068303690689
2,2.24001299112103,2,5.18785336742059,6.29578138161116,2.95624339192373
2.79475202914616,2.24001299112103,2.91635670221343,5.86005909962025,6.67649062993158,3.17227510743353
5.70601974020244,5.67414584597792,5.48599934358568,8.4368343639681,8.2556987437714,9.81839056649343
8.16065402830064,8.10213807783339,8.36869090084662,3.76711057705685,5.68507940248946,7.52769762514853
3.46648096044379,2.78577080725826,2.52974254386578,6.10643891071612,5.58676653308036,6.77225684650726
2.52693767814962,6.47101739939876,6.81064690073689,4.20338087414005,5.8210251295892,2.95624339192373
9.20758912600652,9.59684204216523,9.43952531928085,12.6035370096749,12.6888712419368,12.9452728975417
3.46648096044379,3.6654107602177,2.91635670221343,6.40129731271564,7.12483900817018,6.35274839973568
6.06387170828272,2.24001299112103,5.86115958225866,6.89939750406911,6.74646969049036,7.18650553918288
3.86599996239627,4.41794136320085,4.44273531389773,7.18803719410219,8.23150006007212,6.98708752856617
2,2,2,5.44828352960938,5.1778275562335,5.33472475226816
5.33789113401729,5.35489896259306,5.94666771694349,8.57509816097375,8.7742010532351,9.13090170512684
2,2,3.472324604371,5.52559993229062,6.3567145265067,3.17227510743353
2,5.65354285449726,5.3669659336782,2,2,2
3.38764607947693,4.09019605134865,3.68632468614695,7.02453110920175,6.89765189909409,7.09686087429211
4.08169015668787,3.96201320570062,3.95749306359407,6.98401399496346,7.03448344220442,7.7871489823173
2.19780983943512,2,2,5.08943236081879,5.94525656164011,2
2,2,2,2,5.36742659539665,5.61859264939253
5.95871534612319,6.19977569847907,5.56924229096474,8.87010928888972,9.19709006742778,9.43517814855458
2.52693767814962,2,2,5.18785336742059,6.29578138161116,4.0475978610828
7.86209971973951,8.02001682473787,7.9070905177516,10.9030940614429,10.922545756124,11.6931282545901
9.18445472529031,9.39443736069044,9.35212099520273,12.4097104992209,12.4410381723469,12.8848609872911
7.00034625737726,7.50864449626354,7.51761666305242,10.4052373542469,11.4565016930422,8.70202313346038
3.30425305589464,3.6654107602177,3.87264331564056,6.97025141724087,7.12483900817018,6.45936222411711
6.3294292237821,6.52872146359795,6.4497305581879,9.39796700383501,9.60129846713525,10.0611879236786
6.74761441751192,6.9394400765255,6.54877030970097,9.83004112773765,10.2353967077164,9.92270058282529
6.13799603310237,5.54586886737767,5.27076738920398,8.68871079380241,9.01059674568155,8.88530558731338
8.02398148575105,8.12102056638032,8.0346165169539,11.1343420470427,11.1482883427487,11.6151315276577
10.2681192501185,10.433085786352,10.2150512332992,13.258439695902,13.408724119381,13.8930646853544
8.34929091688308,7.33190994339949,5.3669659336782,4.67995531441924,6.41517807399206,3.52632038563396
4.65315406561621,5.10469534861202,5.27076738920398,8.13765297903433,8.14777434287291,8.37704156239118
8.25250246871182,7.84481316437618,7.90174735181288,10.9300053017688,10.9499941605444,11.6357402482387
8.45215040004403,8.53837790607482,8.48401681621301,11.5369208710655,11.4451477480181,12.0630608134245
9.88343347724009,9.80499608264095,9.89433640177475,12.8325874417226,12.7440818435833,13.5250901847848
4.71903483081313,5.13473708402278,4.85027968530839,7.68588498382028,8.51156910500901,7.99284564718118
7.44682499327234,7.70163026810051,7.46786554947922,10.4418486333208,10.4304834483246,11.2188430196266
2,2.24001299112103,2.28905038320323,5.13948198954437,6.02250622515751,4.6617700530749
5.65644041832123,5.45354145252458,4.9776295909739,8.21554914404957,7.83092416427444,9.22759760516462
4.90034647160887,5.07401471625693,4.50043271471165,7.85269268085159,8.7742010532351,6.51974272926155
2,2,2,4.6106755099817,6.05963332949688,4.2512659935975
2.19780983943512,2.4457336859593,2,4.92793786132967,6.13113855995298,4.6617700530749
8.94908158330567,8.64659191930278,8.87061264785122,11.8166516888193,11.8453433209893,12.2364949424426
11.4474107522986,11.6635398698268,11.4346666438414,14.605904264173,15.3546054044486,12.3499759347173
3.46648096044379,3.18079907392377,3.07668143879084,6.38063631757005,6.26432173985754,6.51974272926155
4.58412029459128,5.07401471625693,4.66085071453746,7.68588498382028,7.93449120369269,8.09560091680686
2.91206347829994,3.96201320570062,4.11354600986595,6.61094975754994,7.12483900817018,6.33044650508898
2.79475202914616,2.4457336859593,2,4.6106755099817,5.86363535569335,5.79182435443808
9.44267000155927,9.68956992699862,9.45966458993783,12.4399823835432,12.4589526960681,13.0472954546138
8.61024146088611,8.56344346848851,8.38026314044755,11.446622471128,11.4203853150802,12.0192898920653
4.39553426187107,4.83877271750299,4.75867202317382,7.47791523253259,8.3783201303908,7.25914546379699
2.52693767814962,3.06075283517094,2.91635670221343,5.79908444247813,6.47136443474197,5.33472475226816
3.74471797939046,4.36823078114624,4.03762849414147,6.87005200462463,7.83092416427444,6.39634383516612
5.81548006262781,5.90084302873543,5.39765761135946,8.79402586206704,8.80185452483363,8.81476146678356
2,2,2,4.80926820693527,5.68507940248946,2
8.2882074423684,7.65574965464017,7.68869947320996,4.38031459525539,4.87868930629819,5.28919664342777
2.19780983943512,2,2.73596168886882,4.98380224182615,5.86363535569335,5.14329970402087
11.300823281228,9.07038320045299,11.7684309400042,8.51948326505916,8.05888867592567,7.82752012897605
9.23740072870359,9.48029932592371,9.23165775366616,6.08105129038776,6.32656962392933,6.307794436461
8.65089521419567,8.54957195444854,8.75388316588698,11.5392531329966,11.4006264946215,12.1579340847804
7.74047517823348,8.09068880709377,7.73750403295065,10.7822744219658,10.6548080105706,11.2833959137225
5.31676931624836,5.13473708402278,5.27076738920398,8.23869495906038,9.04340154921454,6.41765728920834
3.12144428453902,4.36823078114624,3.58328893691999,6.27264530282724,7.46639059202995,5.79182435443808
8.45456979271433,8.60695674475921,8.48401681621301,11.3002909440597,11.2858544952327,12.0451980302585
5.55185754155909,5.84742010461374,5.27076738920398,8.40137658862978,8.58343769757256,8.81073934904016
4.68647047173636,4.20791343663929,4.38263395841953,7.1396720837328,7.08937292294078,7.99992843684727
3.97787215776653,3.82132087744576,2.91635670221343,6.33840489716292,7.12483900817018,5.94646736465114
2.19780983943512,2,2.52974254386578,4.74606011159579,6.02250622515751,4.6617700530749
6.06387170828272,5.67414584597792,6.4497305581879,6.22707901752775,5.63676025065013,2
2,2,4.75867202317382,2,5.8210251295892,3.93385713751048
10.9080020443935,11.0520154484392,10.9186738669997,13.8122003451853,13.9443409459592,14.2097716376596
5.03577097061936,5.30292751698424,5.09464419283154,8.074733380397,8.88694361801887,6.112507164167
7.67973048806279,7.25193399220966,7.482256079126,10.3142002159898,10.3257960304265,10.7692965952828
2.66705040777472,2.24001299112103,2.52974254386578,5.03758382840957,5.77711800240065,5.54302308539438
2,2,2,4.92793786132967,5.58676653308036,2.3933250798624
5.56982302187051,5.4771831234735,6.06611845283006,8.72604238621055,9.28201218839324,6.57769734456103
2.91206347829994,2.92980347842171,2.73596168886882,5.44828352960938,6.09582890690465,5.94646736465114
4.90034647160887,2,4.18566751484657,6.44175227914462,6.23216076220591,5.54302308539438
7.46133405280398,7.09269808639971,7.10840742359514,9.86392961759405,9.8199267669603,10.7526201512586
10.6835341248012,10.7976650439684,10.6913690970416,13.4191869283981,13.4972265310725,14.1332277089504
3.68002611935572,3.39453042049328,3.87264331564056,6.42166659224234,6.6523890828915,6.77225684650726
2,2,2,4.53790025199919,5.77711800240065,2.3933250798624
4.58412029459128,4.68484092323856,4.50043271471165,7.22327585256257,8.3561084840308,6.55863665113498
9.47639611614751,8.57991512675058,8.72996267425044,11.7140682796785,11.7661355062107,12.0516030147578
2,4.87481965568559,5.3669659336782,4.67995531441924,5.48126097035261,2
7.04598335595589,6.8426522678446,5.77026231503232,2.92705707384209,4.95948654149144,3.93385713751048
2.66705040777472,3.18079907392377,2.91635670221343,5.52559993229062,5.8210251295892,6.18887066630891
2,2,2,4.80926820693527,4.79309721188112,5.24218482346327
6.6496589644315,6.32231368174977,6.38992602262218,9.08967836182149,9.35476330036176,9.71673431347645
2.66705040777472,2.24001299112103,2.73596168886882,5.40801386785747,6.16560462238035,4.2512659935975
4.4352752227346,4.60124302752696,4.31991958523447,7.18803719410219,7.43847390718991,7.57589132744594
5.18310072536821,4.87481965568559,3.68632468614695,7.48760896435102,2.88542508074342,3.81037578435486
3.46648096044379,4.15025506179734,2.91635670221343,6.10643891071612,7.05301294636716,5.54302308539438
8.54362369568904,8.72520820420083,8.49470328815867,11.3105674316263,11.4565016930422,11.7800386356505
4.511616479853,3.96201320570062,2,4.20338087414005,2,6.18887066630891
10.0220136491253,10.5351615784477,10.5180053246329,12.9575174414304,13.4748533013892,13.3235450925527
4.842404668541,2,2,2,4.87868930629819,5.03713477511851
5.31676931624836,5.32914725365209,5.64794304402524,8.074733380397,8.53811921555466,8.3824715495389
2.19780983943512,2.4457336859593,2,4.98380224182615,5.8210251295892,3.17227510743353
2,2,2,4.53790025199919,5.03599775335259,5.09119357635814
3.12144428453902,3.74547091939621,2.52974254386578,5.56275786178313,6.55174266165431,5.503700127916
2.52693767814962,2.24001299112103,2.73596168886882,4.86982284481602,6.29578138161116,4.15302297631987
11.2038497985001,11.3020756185422,11.1654688963301,13.7801440881666,13.9898326768132,14.511432909139
2.19780983943512,2,2,4.20338087414005,5.10865484537827,5.33472475226816
3.12144428453902,3.39453042049328,3.07668143879084,6.15591195800996,6.67649062993158,4.42970663023342
8.07204321779288,8.15072772866051,8.07315389421475,10.6253761632729,10.987805981633,11.30285614199
2.37173913356115,3.39453042049328,2.91635670221343,5.52559993229062,6.38624242594124,4.86162607446233
3.30425305589464,3.6654107602177,3.22095805697099,6.33840489716292,6.3567145265067,6.112507164167
10.3837125935614,10.1557045867192,10.2074922294576,12.9044551086003,12.8897147483152,13.506094259889
7.48045523741881,7.61902783193082,7.21564872848226,9.98179118326552,10.2434863005325,10.6347114484769
2,2.24001299112103,2.73596168886882,5.13948198954437,5.73183254323232,4.2512659935975
2,2,3.95749306359407,5.08943236081879,5.24383484559708,2
10.5637018760785,10.3854658585746,10.4601119250092,7.58112397471585,7.89395212622479,7.3616764819398
5.67315689015276,5.81067314695835,5.3669659336782,8.02899777266166,8.18184988798674,9.02030666391128
2.19780983943512,2,2.28905038320323,4.80926820693527,5.77711800240065,3.67532785816745
3.21574227490339,2,3.78248970659073,2,5.48126097035261,5.46327525585811
5.62241492684,6.03432843580972,5.92576110251823,8.7178295583357,9.23815310064161,7.7871489823173
8.24413583932583,8.2363463260687,8.21346013520548,10.7664349200374,10.7401855212042,11.583655720802
5.70601974020244,3.18079907392377,4.11354600986595,4.53790025199919,6.60294336615873,7.27090433198284
11.2913802122756,10.8330237933235,11.1542786858374,11.0279209138618,11.351884038197,7.35063741966777
7.99102712154181,7.77022054499238,7.81345047468766,10.4530243996823,10.4979712022904,11.050831925056
3.38764607947693,3.06075283517094,2.91635670221343,5.66881289454843,6.60294336615873,5.1935893202123
2,2,2.28905038320323,4.46125799104478,5.53497800124812,4.51127968962853
7.24358966927341,6.85172443864007,7.19831966586292,9.65183627162551,9.72200549105511,10.2979729964285
5.37922910669838,5.86544844724003,6.12232873825328,8.4418293630004,8.98187214952361,8.23419163646015
8.89666530536122,8.33991157162687,7.18957644819004,5.13948198954437,7.24252379536486,5.24218482346327
3.30425305589464,4.55755443647991,3.95749306359407,6.13138749082874,6.81321081477687,2.95624339192373
6.98033673751073,7.51436892161929,7.63818593530411,9.99714226540645,10.6698934131451,7.43667159298833
9.35084410360768,8.95515284094338,9.28187933993529,11.8267109341631,11.5885886683082,12.4769153069492
3.38764607947693,3.39453042049328,3.22095805697099,5.79908444247813,5.98439837702883,6.57769734456103
9.81917272975645,9.24062664764883,7.40882356334144,5.73541856628602,7.89395212622479,6.61507948869413
3.21574227490339,3.6654107602177,3.35210899519313,5.59898273623918,5.77711800240065,6.91398009944264
2,2.78577080725826,2.52974254386578,5.27998673125871,5.68507940248946,2.95624339192373
5.9031158333308,6.26913288196284,5.64794304402524,8.22716846841647,8.2873449295479,9.36833647095085
2.19780983943512,3.06075283517094,2.28905038320323,4.67995531441924,5.10865484537827,5.79182435443808
6.14998810458235,6.55117198815338,5.72257175361631,8.4368343639681,9.67492752907632,6.51974272926155
