"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000096923",1.74136333196562,4.30815690125254,4.41277113540928,0.00229235527340624,0.00798070610690692,-1.9676269839982
"ENSMUSG00000026840",1.73970486647983,3.08436694170472,3.82988584265296,0.00509502287740702,0.0148375852775383,-2.82019328154565
"ENSMUSG00000079445",1.73862559590853,7.43743136186994,7.03886275899479,0.000112659729130748,0.000783906552862408,1.28834094218021
"ENSMUSG00000025026",-1.73823086474326,12.4219854117498,-15.284100139307,3.61555818620493e-07,1.82594268664242e-05,7.39064365250225
"ENSMUSG00000068745",1.73794247063692,3.88991290654934,4.01537035767617,0.00393025358761902,0.0121674396781262,-2.54402498710737
"ENSMUSG00000096144",-1.73754853400475,5.20322986758024,-4.17057724795759,0.00317520565822683,0.0103051224395912,-2.31635627005181
"ENSMUSG00000057135",-1.73702800546357,7.06859927432661,-8.10188709135284,4.17351999927091e-05,0.000372138866601656,2.36316950094973
"ENSMUSG00000079508",1.73701354489523,7.61210576331324,7.37193516865919,8.15609839175427e-05,0.00062197062123311,1.63825454598271
"ENSMUSG00000092376",1.73592771300125,6.48995748841485,2.96163678866353,0.0182633305692168,0.0404879532981537,-4.16029161929986
"ENSMUSG00000079707",1.73402791234645,6.21124308570948,4.98367569525362,0.00110050451206549,0.00449389081611479,-1.17848243393968
"ENSMUSG00000017400",-1.73302824840475,7.27548427439019,-5.2255635869111,0.00081793718431796,0.00354957784423916,-0.858266529361247
"ENSMUSG00000098509",1.73274681261472,3.79121198109037,3.33746826272615,0.0103885147877773,0.0260588092552012,-3.57242330651399
"ENSMUSG00000090408",1.73167393749155,5.54100227598751,4.21201861928276,0.00300119775137796,0.00986190124828997,-2.25611313270349
"ENSMUSG00000068037",1.73155306501875,3.1277001349288,3.30394382999291,0.010917481332336,0.0271766311028123,-3.6244862505401
"ENSMUSG00000003824",1.73102503372168,7.52245090580088,9.51396303631048,1.29860649891093e-05,0.000169711017262253,3.62125521823052
"ENSMUSG00000109032",1.73004586309388,5.63148426719788,5.45983568806162,0.000618418378138945,0.00289271110211441,-0.556095379095812
"ENSMUSG00000008206",1.73003131336823,11.6648540161982,12.6603445497892,1.52813578454438e-06,4.05607513665113e-05,5.89592395882438
"ENSMUSG00000058571",1.72884060373448,8.27253902809841,4.21029260130018,0.00300823584823476,0.00987081892128014,-2.25861757599753
"ENSMUSG00000052759",1.72856474764754,3.34321768807761,4.2718550454094,0.00276787729785943,0.00924155228461306,-2.16954293521012
"ENSMUSG00000083167",1.72746597225123,4.81199236505998,5.03396031667171,0.00103396339206452,0.0042679815002157,-1.11122244545659
"ENSMUSG00000036591",1.72596533246524,10.8196039054801,13.5103565675985,9.31408906697532e-07,3.14201388820921e-05,6.41358819435168
"ENSMUSG00000005732",1.72587491917453,11.2565233746498,13.3766185559791,1.00491573030364e-06,3.23082766249734e-05,6.33443063514156
"ENSMUSG00000015176",1.72486675864997,11.5318501074275,12.8996005125758,1.32534139265077e-06,3.75038754416218e-05,6.04519641084014
"ENSMUSG00000083771",1.72457589021531,4.67298047890257,5.25876325986587,0.000785797390857038,0.00346276739548841,-0.814970392505065
"ENSMUSG00000039555",1.72441592043798,2.86220796021899,2.33047623384901,0.0483752647114722,0.0873577225772852,-5.15090814487053
"ENSMUSG00000035860",1.72371140120197,3.59824050632498,3.97592479999058,0.00415156175316526,0.0126692936210676,-2.60239072320039
"ENSMUSG00000021974",1.7230723984708,7.94025269932202,4.08325700461507,0.00357855226450318,0.0112982599849321,-2.44405085887985
"ENSMUSG00000013236",1.72248853955979,9.95668999713683,8.24775218670852,3.67185811854255e-05,0.00033991572529455,2.50153730361983
"ENSMUSG00000044719",1.72235426030998,4.6545230726523,4.53136708099011,0.00196052425863153,0.00706986315066284,-1.79985577510435
"ENSMUSG00000085547",1.72195918818432,2.86097959409216,2.97485502070999,0.0178999144332836,0.0398241111238227,-4.13949558074474
"ENSMUSG00000101376",1.71999660450832,2.85999830225416,3.51360280822523,0.00802140401207825,0.0212333106589532,-3.30049663611331
"ENSMUSG00000020180",1.7197168198392,10.2039769588084,11.6449773708404,2.87761729476467e-06,6.13969452700521e-05,5.22876653364052
"ENSMUSG00000028673",1.71874106588817,12.1488224331083,12.4801043748939,1.70394111340564e-06,4.37025795677972e-05,5.78154576623096
"ENSMUSG00000001288",1.7171462653064,7.90091754543078,9.38820301823391,1.43208602822462e-05,0.000178958487614638,3.5161572692643
"ENSMUSG00000066270",1.71543540104217,3.41285462059365,2.60515902122813,0.0315763953696501,0.0622976535555643,-4.72170554662733
"ENSMUSG00000025817",1.71514345062032,11.3502286726608,7.04719670965757,0.000111737145802742,0.000780624270739231,1.29725050324936
"ENSMUSG00000078632",1.7150222114677,3.07202561419866,2.16231316072384,0.0628341636817069,0.107598987970075,-5.40951196926551
"ENSMUSG00000098934",-1.71495227904248,11.1513525064537,-12.1239702817133,2.12207374596236e-06,5.02836021188589e-05,5.55051595452579
"ENSMUSG00000081965",1.71412797807729,3.68935716857793,3.78198937529502,0.00545260509058583,0.0156625166360452,-2.89219693262522
"ENSMUSG00000057262",-1.71225147170759,4.13282753636052,-2.87900784944954,0.020716035554685,0.0445830960020374,-4.29039434033766
"ENSMUSG00000040136",1.71208297571055,3.3738529906517,3.86487811866338,0.00484969942665326,0.0143026449929895,-2.76776423170881
"ENSMUSG00000061024",1.71154805868745,9.84997901651144,13.3056618236215,1.04654171887996e-06,3.31792485689351e-05,6.2920944687695
"ENSMUSG00000026259",1.70950574202809,3.09704394226717,3.18962464369825,0.0129454357876092,0.0310944736140118,-3.80265836858047
"ENSMUSG00000070933",1.70800731803812,2.85400365901906,2.39984889983436,0.0434268346442468,0.0802198006951016,-5.04313181505607
"ENSMUSG00000011632",1.70415732885435,3.86386231252005,4.63471762908982,0.00171366807458813,0.00637436120303069,-1.65528323040192
"ENSMUSG00000020706",1.70408542551874,12.3338605252228,12.6759164097009,1.51392740382638e-06,4.03399800054592e-05,5.9057272595114
"ENSMUSG00000081881",1.70385090340042,3.78597583217075,2.77784918668187,0.0241910063786111,0.0505677691333117,-4.44980499839088
"ENSMUSG00000060402",1.70275464833712,3.17007758782787,3.67135088462056,0.00638541739551924,0.0177320917779869,-3.05955028694495
"ENSMUSG00000083165",-1.70147696790903,5.97926596860115,-6.4619500120899,0.000202762277808597,0.00121479971866428,0.651465761727764
"ENSMUSG00000004231",1.70145340612817,2.85072670306408,2.74068391427777,0.0256143777698065,0.0527699335041021,-4.50837139793334
"ENSMUSG00000074342",-1.69985213181174,9.53381414817255,-11.5062994744283,3.14952799693074e-06,6.53574779484295e-05,5.13314954668403
"ENSMUSG00000036872",1.69903480056309,2.84951740028154,2.7038635709697,0.0271097125460487,0.0552686250417808,-4.5663774136124
"ENSMUSG00000045350",1.69842275328168,2.94556150437525,2.90449113747494,0.0199250707849191,0.0432615360605979,-4.25025375204152
"ENSMUSG00000041247",-1.69720870280018,6.51595631021145,-7.36875161134375,8.18088156972108e-05,0.000623166596100667,1.63496891092827
"ENSMUSG00000100344",1.69476838564924,3.29848408965287,4.30466503032945,0.00264832913598888,0.00893827398878849,-2.12228333585309
"ENSMUSG00000051146",1.69461511060136,4.85569548495769,5.35217151485782,0.00070256187364059,0.00318618788787468,-0.693997458728277
"ENSMUSG00000037705",1.69435138475144,3.36498719517214,3.72604899982,0.00590457019577112,0.0167430628160003,-2.97663696603269
"ENSMUSG00000071073",1.69371011471608,3.87677958700758,3.42281837483839,0.00916045758035549,0.0236363276225601,-3.44030201667914
"ENSMUSG00000032360",-1.6936240032332,7.26152814258112,-9.86415814984874,9.94587573471163e-06,0.000140721812048151,3.90737470486466
"ENSMUSG00000063919",1.69311530819126,3.52944771218786,2.75400170046017,0.0250946577829895,0.0519492794733712,-4.48738613162246
"ENSMUSG00000091228",1.69300335042923,10.306555942726,8.25012889175744,3.66426027120122e-05,0.00033991572529455,2.50377474754166
"ENSMUSG00000050721",1.69164143928725,12.0313385987615,16.5436834751365,1.9620832105655e-07,1.41435219220553e-05,8.0116153413566
"ENSMUSG00000097612",1.69075078908208,4.26352103433932,4.51890450740977,0.00199281074498152,0.00714864744978178,-1.81739210118005
"ENSMUSG00000045799",1.69052561060143,5.77163015744341,4.56536821881877,0.00187529227053773,0.00683849892225725,-1.75212465305479
"ENSMUSG00000098470",1.68920409284503,2.84460204642252,3.49105984960565,0.00828945260892451,0.0217510042267294,-3.33513833125553
"ENSMUSG00000025875",-1.68917329756453,5.35953785060899,-5.41111280367179,0.000655042288576302,0.00303089837308819,-0.618299535173352
"ENSMUSG00000038279",1.68881391146921,11.2469569785641,11.3214923900726,3.5576776836271e-06,7.13682487888132e-05,5.00394359904368
"ENSMUSG00000028766",1.68455556087157,8.67621606588535,10.8980439581042,4.73585941500359e-06,8.39446672216855e-05,4.69994050802477
"ENSMUSG00000058392",1.68441939274046,10.5412037894785,11.1448859231902,4.0037536454082e-06,7.65857680551825e-05,4.87852269472039
"ENSMUSG00000032818",-1.68378729089009,4.73098648892699,-3.76138259502742,0.00561463463553664,0.0160333917049241,-2.92325953677316
"ENSMUSG00000003934",1.68370666025398,4.94457496148858,5.58429384083817,0.000534671887666619,0.00258751261703506,-0.398713176061785
"ENSMUSG00000010048",1.68199618531802,9.7008244219204,9.13895339352379,1.74436226061515e-05,0.000205247298293687,3.30405543276329
"ENSMUSG00000094686",1.68185729854122,3.78387006296812,4.98265394467151,0.00110190419380072,0.00449692486242391,-1.17985288827229
"ENSMUSG00000055148",-1.68092130217998,10.2851169455597,-12.0851158906461,2.17426245272079e-06,5.1154670462944e-05,5.5248959828655
"ENSMUSG00000022686",-1.68068578383952,11.9211829023589,-16.0714335682967,2.45431436868926e-07,1.56673055782379e-05,7.78523123178816
"ENSMUSG00000037016",1.68018273044044,3.68456556367427,3.34804799201445,0.010227258446907,0.0257297082455618,-3.55601212318567
"ENSMUSG00000051985",1.68014342857479,3.67236489382668,2.72949508452794,0.0260595793397676,0.053494004591945,-4.52600032531365
"ENSMUSG00000020116",1.67975661693783,9.72079292752274,9.64220556865859,1.17662867795388e-05,0.00015861325170528,3.72713563098241
"ENSMUSG00000058589",1.6791901432146,4.89534890266337,4.56703696347502,0.00187121410122874,0.00683781972530119,-1.7497862984534
"ENSMUSG00000061356",-1.67843567472258,6.39625694014148,-2.49258806148594,0.0375981708349405,0.0715512947979213,-4.89831725289248
"ENSMUSG00000018238",1.67800746345549,3.55782407346069,4.62035645965904,0.00174585128483818,0.0064762467887598,-1.67528104776335
"ENSMUSG00000071347",1.67374769036868,3.91923976798333,3.56397872963549,0.00745514549880192,0.0199875780570276,-3.22326796227269
"ENSMUSG00000047911",1.66982509369866,3.33935361036905,3.64992681672738,0.00658500472133723,0.0181900769222004,-3.09211718989031
"ENSMUSG00000066113",1.66875100094995,3.0766665717281,2.49255864425817,0.0375998882842704,0.0715512947979213,-4.89836330059999
"ENSMUSG00000078627",1.66674253111259,2.8333712655563,2.73458863187957,0.0258559285160554,0.0531237319165759,-4.51797523111427
"ENSMUSG00000031162",-1.6642446810574,5.22945578004128,-3.5521166704963,0.00758454280979776,0.0202412116763426,-3.24142980354754
"ENSMUSG00000034903",-1.66421978611577,9.99121349973361,-7.93206095643565,4.8560453291255e-05,0.00041724213819136,2.19942677040867
"ENSMUSG00000105573",1.66347054505299,5.10340954504299,3.22434964916569,0.0122904992532553,0.0298141476749176,-3.74843992589491
"ENSMUSG00000023963",-1.66299491798065,7.738622156501,-7.23878396501261,9.26768085215676e-05,0.000678770892786839,1.49987327702479
"ENSMUSG00000038179",1.66240482387655,11.9797776639002,8.41669757739419,3.17293149500613e-05,0.000308201913160312,2.65923959098253
"ENSMUSG00000072437",1.66218394749265,8.61963483305933,7.33663580857182,8.4356243707861e-05,0.000634107087718366,1.60176072060688
"ENSMUSG00000013353",1.66149525104494,6.67657140843606,2.93615806164262,0.0189856705830898,0.0416044390889596,-4.20039148380589
"ENSMUSG00000036676",1.66146420870171,8.43209092395969,6.68146845654747,0.000161426800174656,0.00103120403693661,0.89855665427796
"ENSMUSG00000028076",-1.66115526333794,10.1412264820697,-7.79140658571925,5.51598043901398e-05,0.000455101615016479,2.06160461758101
"ENSMUSG00000029385",-1.66040950581803,10.1451191162676,-13.8869256280719,7.5483277653207e-07,2.81051175804558e-05,6.63210781516961
"ENSMUSG00000043760",1.6585339892338,2.89520360776194,2.25666319687319,0.0542619040597363,0.0957447871685324,-5.26493661441429
"ENSMUSG00000074794",1.65839288706011,11.8252503095653,9.16219518184281,1.71224250564804e-05,0.000202162701356514,3.32405086945716
"ENSMUSG00000026073",1.65817156990968,5.62760667577398,4.44371835758611,0.00220026040311876,0.00773479632472139,-1.92365575500029
"ENSMUSG00000029594",1.6580561063318,10.9038083870577,12.2582021440367,1.95228272127199e-06,4.76613950003573e-05,5.63839268383787
"ENSMUSG00000040729",1.65714419947366,3.56495690546083,3.6072316991018,0.00700287389423275,0.0190162101432729,-3.1571682857957
"ENSMUSG00000020080",1.65450759356059,2.98954053765974,3.19641062688874,0.0128146197162085,0.0308027952748345,-3.79205668047185
"ENSMUSG00000030616",1.65388530714773,7.47327399852735,6.63372679219291,0.000169553189238772,0.00106816949393478,0.845325128438767
"ENSMUSG00000096862",1.6519131904134,3.98565593196627,2.42982734199896,0.0414491133953259,0.0774259488628456,-4.99640259485659
"ENSMUSG00000084063",1.6510899042975,5.74076957118733,3.25069335107735,0.0118169486046537,0.0289525810535487,-3.70736293969849
"ENSMUSG00000082570",-1.65086025718171,5.18440499807913,-6.80300717934649,0.000142617774647927,0.000944457350734749,1.03282010893037
"ENSMUSG00000037972",-1.65081530271356,12.4705201375354,-11.1535337562084,3.9805076557339e-06,7.63543877492039e-05,4.88470920481297
"ENSMUSG00000032556",1.65066235045853,10.195598378812,11.5927887417607,2.97673573064495e-06,6.31104838497109e-05,5.19291599552777
"ENSMUSG00000045237",1.6503556610572,8.37035980936304,7.16332795267011,9.97158917173e-05,0.000716531402392518,1.4205705081354
"ENSMUSG00000038987",1.64938345926403,4.81561897405934,4.92880859970733,0.00117849049112434,0.00475562927708868,-1.2522875137886
"ENSMUSG00000027570",1.64909829795705,6.71241542291449,5.23134436363762,0.000812238957466474,0.00353830304117711,-0.850716429824196
"ENSMUSG00000032911",1.64831200168906,3.02807337573859,2.53322041349012,0.0353003315639757,0.0681332216883049,-4.83465662412098
"ENSMUSG00000041468",1.64789646086075,3.44952852927164,3.63269435454856,0.0067503718853443,0.0185499785998547,-3.11834907679529
"ENSMUSG00000027185",1.64588135630674,11.4179483853125,9.61095332498079,1.20512939925577e-05,0.000160607268113386,3.70145185950533
"ENSMUSG00000033409",1.64206695395763,3.14525726501512,3.04011620033048,0.0162130050470985,0.0369596067118943,-4.03691178796416
"ENSMUSG00000015932",1.64203942860951,10.7649738093204,7.60218146813393,6.56653574555968e-05,0.000521061839925755,1.87295404577078
"ENSMUSG00000022619",1.64181879510406,3.44954415401858,2.93981225582111,0.0188802717955473,0.0414397760435603,-4.19463920680372
"ENSMUSG00000083585",1.63994693050829,3.73938135156584,4.56739075393472,0.00187035072741617,0.00683781972530119,-1.74929059510337
"ENSMUSG00000042354",1.63948410924435,11.1231999403114,11.476891353208,3.21081641291651e-06,6.62279240832898e-05,5.11272654093134
"ENSMUSG00000101111",-1.63910457593892,11.9485748942118,-2.24709165461062,0.055075790234033,0.0967322419909356,-5.2796675573012
"ENSMUSG00000013338",1.63869070329831,3.32919071775205,2.89145105661406,0.0203258231944097,0.0439505011794499,-4.27079268693309
"ENSMUSG00000071552",1.63798376186636,8.25633333496802,3.62425284006673,0.0068329899161418,0.0187169259782956,-3.13121087131847
"ENSMUSG00000087350",1.63623381935568,3.1869579772524,4.15337555533677,0.00325060598347278,0.0104802965041533,-2.34143061802767
"ENSMUSG00000027459",1.63596340527293,7.64099894575356,6.74302531873282,0.000151578247224692,0.000982961966851035,0.966781706642426
"ENSMUSG00000035191",1.6358598796829,3.18677100741601,2.63404000561927,0.0301964673444915,0.0600771087667281,-4.67629029541331
"ENSMUSG00000062727",-1.63505521083624,9.14258085187417,-5.54820446760165,0.000557595439551219,0.0026683532984254,-0.444126619146794
"ENSMUSG00000031790",1.63366121588356,4.39100972020969,4.57699591549906,0.00184707535221177,0.0067640492042493,-1.73583942846313
"ENSMUSG00000024891",1.63282718142368,6.55826283909009,7.33695909560084,8.43301659258346e-05,0.000634107087718366,1.60209557270278
"ENSMUSG00000020214",1.63033690048029,3.67444466543697,3.12767354606541,0.0142066118367037,0.0333974863912623,-3.89957620358254
"ENSMUSG00000016356",1.6300363187988,8.2116274238323,7.27377288974938,8.96013381138875e-05,0.00066262415054417,1.53642811991368
"ENSMUSG00000059895",1.62980255647845,13.0840043873359,11.9409885051179,2.38079832467667e-06,5.3454776811101e-05,5.42913124321706
"ENSMUSG00000015957",1.62925628000346,3.28684937368841,2.56391654188864,0.0336594562749944,0.0656134234475268,-4.78649431629978
"ENSMUSG00000003476",1.62915489708627,2.81457744854313,2.65689083905251,0.0291484777034511,0.0583310272686246,-4.6403354173266
"ENSMUSG00000078429",-1.62906215993084,10.3713750771536,-13.6018420133384,8.84600479623271e-07,3.01691543428375e-05,6.46726349912251
"ENSMUSG00000041064",-1.62900262235915,5.24897463375633,-3.48388505179746,0.0083767483818846,0.0219365097205146,-3.34617424678197
"ENSMUSG00000076562",-1.62818146936013,8.0541910402759,-2.60304294221726,0.0316800012529148,0.0624660663921568,-4.72503170864263
"ENSMUSG00000020075",1.62802363553969,13.0825825991312,14.8761234097736,4.4523996006502e-07,2.06653015452175e-05,7.17721077385743
"ENSMUSG00000025255",1.62747049501628,3.2526333908121,2.12851620357064,0.0662197046051545,0.112217900800816,-5.46092683108709
"ENSMUSG00000024900",-1.62714196665573,10.7772045018406,-8.89706397840686,2.12169633960456e-05,0.000232842572654039,3.09322894969915
"ENSMUSG00000030838",1.62678785642762,2.81339392821381,2.23903359621176,0.055770384288704,0.0978518041529707,-5.29205859394827
"ENSMUSG00000041323",1.62670114047333,5.30985866306206,5.19148914406497,0.000852427458580056,0.00365753335611292,-0.902867170153985
"ENSMUSG00000040350",1.62619026760386,13.1733220146723,11.3067323895155,3.59274654289577e-06,7.17292371013126e-05,4.99353505660527
"ENSMUSG00000006641",1.62537651232633,8.50599246612397,8.56770782996034,2.79026891006061e-05,0.000281825390797863,2.79793038313316
"ENSMUSG00000050248",1.62263497673617,4.60253266369774,3.83692411400599,0.00504463050577544,0.0147212283818194,-2.80963581307831
"ENSMUSG00000030747",1.62141414749178,6.56113302508019,6.29080109218577,0.000243147173361038,0.00139922003628268,0.454623706107762
"ENSMUSG00000003484",-1.62128669621384,10.3062428777137,-13.7585940003157,8.10402564694192e-07,2.85672175908661e-05,6.55835073440336
"ENSMUSG00000045349",1.61658523520035,5.39161682758178,5.5000808496814,0.000589859374828999,0.00278961118703659,-0.504966516108761
"ENSMUSG00000026413",1.61557061871638,3.42193565244941,2.4753913681379,0.0386158413178478,0.073232146592252,-4.92522471145024
"ENSMUSG00000084031",1.61551531830204,4.82560687570369,3.15819647154088,0.0135698517812613,0.0322437005545029,-3.85179643839303
"ENSMUSG00000047454",1.615100549451,10.3985929195764,10.9535645933937,4.55897915191109e-06,8.21576032428609e-05,4.74044719852846
"ENSMUSG00000019982",1.61408743248132,10.1359789291131,6.21342862221252,0.000264257695417689,0.00149680454774221,0.364403962894064
"ENSMUSG00000068349",-1.61357947933662,4.28612800081242,-3.69300300199008,0.0061902524465187,0.0172882743693964,-3.02668873456417
"ENSMUSG00000028318",1.61334196022137,9.96102705547158,9.06414474606693,1.85239857823006e-05,0.000211420424395324,3.23938701358835
"ENSMUSG00000021384",-1.61256516790522,9.23984606976604,-11.8185693391406,2.57357663546952e-06,5.63062389766622e-05,5.34687556157853
"ENSMUSG00000005968",1.61178675640491,7.48471745894359,8.5046941177166,2.94331818652034e-05,0.000294856724111708,2.74031440989106
"ENSMUSG00000027855",1.61113232812538,8.29939745849727,4.23254249578649,0.002918858420638,0.00963293612748387,-2.22636427373382
"ENSMUSG00000073678",-1.61107569812334,12.0088372135295,-11.1695680991672,3.93780469435096e-06,7.59608071744094e-05,4.89616753065309
"ENSMUSG00000048483",1.60958856139389,3.65037634383398,2.33359900876092,0.048140808459456,0.0870669684971878,-5.14606845050964
"ENSMUSG00000028825",-1.60920544136812,5.98423582361313,-6.51343439887306,0.000192110024611291,0.00117147769237588,0.709954280335524
"ENSMUSG00000030605",1.60906178097421,8.13583487981266,6.19793905278744,0.000268722559970452,0.00151457785240959,0.346249227575086
"ENSMUSG00000036564",1.6089536488108,3.72587888570937,4.27521324184092,0.00275537714754126,0.00920879585474012,-2.16469894543441
"ENSMUSG00000089769",1.60787721145612,3.78360781406359,3.87255882326662,0.00479756575096457,0.0141733090002612,-2.75627630054666
"ENSMUSG00000018446",1.60761608272672,9.99214052407733,13.0259332215467,1.23055588253325e-06,3.60121653144775e-05,6.12286644184037
"ENSMUSG00000020704",1.60728882169456,2.96593115172673,2.87011402211959,0.0209996972371538,0.0450802277993821,-4.30440618592009
"ENSMUSG00000051502",1.60611332444808,6.64421355876336,5.57948767420263,0.000537664054859516,0.00259656096451196,-0.404750589809361
"ENSMUSG00000048540",1.605545909056,3.69533935904211,1.92028553786163,0.0913697745712511,0.145039456713938,-5.77228335362239
"ENSMUSG00000060180",1.60324603383832,3.02188618917395,3.2005514268892,0.012735479403904,0.0306762444452812,-3.78558901794195
"ENSMUSG00000053472",1.60278872554112,2.80139436277056,2.28158255005171,0.0521986938268579,0.0928815028023921,-5.22652279016786
"ENSMUSG00000057817",1.60264123979431,3.02158379215194,2.86293778080616,0.0212315121434273,0.045463850893743,-4.31571285244452
"ENSMUSG00000095704",-1.60151671534298,4.78721270336473,-2.86553117901071,0.0211474327434569,0.0453263284592154,-4.31162669561841
"ENSMUSG00000031297",1.60146570545296,5.05659660978662,4.3548632227493,0.00247610432044925,0.00849091756957259,-2.05026683316915
"ENSMUSG00000073600",1.60140120683016,7.69121306453445,7.91724384964307,4.92124973824455e-05,0.000420208456452602,2.18500311456173
"ENSMUSG00000051314",-1.60000003938306,8.37248474401974,-7.12856261914811,0.00010315699194953,0.000732799876421556,1.38381527109719
"ENSMUSG00000015396",1.59994365103159,13.0055633314086,11.5100360319649,3.14183496436187e-06,6.53574779484295e-05,5.13574077636552
"ENSMUSG00000052415",1.59909486753719,3.64410294789488,2.73526893493664,0.0258288528303594,0.0530840288662369,-4.51690335805434
"ENSMUSG00000104217",1.59897287969642,4.05419514811116,2.29109416907618,0.0514319606181436,0.0918878336324152,-5.21183755037751
"ENSMUSG00000036006",-1.59853818830831,13.0139775517125,-13.4426026400405,9.67866318955145e-07,3.18203989830672e-05,6.37358907018366
"ENSMUSG00000081603",1.59797504046217,4.04202848040047,2.61453026248631,0.0311217121307951,0.0616314299224075,-4.706973020161
"ENSMUSG00000067860",1.59639665029127,3.10365055921678,1.98549245161863,0.0826347277264042,0.133695884255041,-5.6758966321938
"ENSMUSG00000027584",1.59600880207269,4.30435427469857,5.01648701571001,0.00105657346156046,0.00434298623335298,-1.13455320219075
"ENSMUSG00000052563",-1.59532455123515,6.30751036475617,-5.62311121454221,0.000511165388457985,0.00250749325226381,-0.350069273978955
"ENSMUSG00000096808",1.59490141205992,12.5542708272805,3.48183453400299,0.00840187601438054,0.0219874134415995,-3.34932916688996
"ENSMUSG00000004929",1.59479325251168,8.74747371576769,8.49858874092944,2.95863720374883e-05,0.000294856724111708,2.73471253725135
"ENSMUSG00000005952",1.5947388411183,2.86330603370419,2.70312553637356,0.0271405864974305,0.0553151000995251,-4.5675398514698
"ENSMUSG00000069925",1.59394313427111,4.85533409192585,2.89230136585456,0.02029943791809,0.0439073123383071,-4.26945330043168
"ENSMUSG00000026688",-1.59330707844701,5.35034040471462,-6.49635988429974,0.000195572609468641,0.00118343763638341,0.690593694827524
"ENSMUSG00000040752",1.59239763677495,2.89254894612188,2.20576215188779,0.0587316125257658,0.101924501413189,-5.34311409583406
"ENSMUSG00000106038",1.5919696189003,6.25697510611707,2.90964823950604,0.019768852939143,0.0430178280671278,-4.24213192291085
"ENSMUSG00000046240",1.59177995940079,3.07040902857339,3.29742249063236,0.011023643117548,0.0273613294921959,-3.63462417041718
"ENSMUSG00000038482",1.59166339788087,10.6337536234214,9.61242422927565,1.20377084192345e-05,0.000160607268113386,3.70266239044842
"ENSMUSG00000083505",1.59162342748994,4.246970926909,4.38668204718993,0.00237324220600985,0.00819977932732364,-2.00480027330295
"ENSMUSG00000031068",1.59146457308278,11.4117129974275,7.22214878013301,9.41799495980929e-05,0.000686841634555634,1.48244532559571
"ENSMUSG00000093485",1.59120516077712,6.90923950375949,6.41311416770953,0.000213472792159653,0.00126369367369283,0.595677996655655
"ENSMUSG00000028527",1.59013899800076,3.84145146606035,4.01056911747033,0.00395649923873696,0.0122265824850499,-2.55111840218557
"ENSMUSG00000025780",-1.59000494681813,8.17182155611766,-9.4321950954315,1.38372625747797e-05,0.000175476989096466,3.55306576057484
"ENSMUSG00000004032",-1.58862916248123,4.42668550821003,-4.688942405146,0.0015978452493929,0.00604867013147736,-1.58004240060535
"ENSMUSG00000082311",1.58838563340495,4.67290340570602,3.96526469289939,0.00421364439547161,0.0128244608089731,-2.61819834925412
"ENSMUSG00000012777",1.58704665872409,6.39002072422994,5.81601682375533,0.000410018093574232,0.00210637952347812,-0.111415081404791
"ENSMUSG00000082633",-1.58698379978875,4.23611307188361,-4.28417368284122,0.0027223216749654,0.00912504103287474,-2.15178168375412
"ENSMUSG00000041360",1.5865931791117,11.2080018562362,12.0745406607209,2.18871472629127e-06,5.1154670462944e-05,5.51790847120715
"ENSMUSG00000036972",1.58622557662437,3.47600284640442,3.04014197870422,0.0162123725362371,0.0369596067118943,-4.03687130039413
"ENSMUSG00000001496",1.58556447199073,4.88792630862952,2.82128498138194,0.0226303928240093,0.0478754804012405,-4.38135017694057
"ENSMUSG00000036770",1.58506264226418,4.04199579915163,4.82323306362722,0.00134607805286583,0.00527946306187012,-1.39552490067349
"ENSMUSG00000021662",1.58498296005524,3.35490897492268,3.29863891531735,0.0110037584097527,0.0273317873014098,-3.63273289367661
"ENSMUSG00000026603",1.58487963318706,8.22599642983334,8.27163946135342,3.59628571328063e-05,0.000335980416978796,2.52400020036827
"ENSMUSG00000066810",1.58378240261114,6.35078629151711,2.79137716212913,0.0236933805704632,0.0496729902638459,-4.42848501874513
"ENSMUSG00000034424",1.58377997591597,8.54506361014146,8.18617247531239,3.87496202498978e-05,0.000351466754266622,2.44337547533276
"ENSMUSG00000074505",1.58376830341623,4.01721987850278,2.25447307412849,0.0544470722966003,0.095997309754665,-5.26830848304595
"ENSMUSG00000025129",1.58374020193761,4.16683512874967,3.79376226106166,0.00536228843946355,0.0154289711064901,-2.87447308145147
"ENSMUSG00000096718",-1.58300930896017,6.19969763190389,-1.22518829089286,0.255620744448182,0.336412940645299,-6.69942288649892
"ENSMUSG00000037638",1.58232643451576,7.36030642628871,8.5786557740763,2.76459303526204e-05,0.000280473083044066,2.80790330314538
"ENSMUSG00000024056",-1.57990054885547,7.79967602574216,-9.33559768404205,1.49240756672313e-05,0.000183552594601224,3.47181686929739
"ENSMUSG00000045629",-1.57959619633155,4.82386663415709,-3.70296480424458,0.00610260888436517,0.0171203054650277,-3.01158739732643
"ENSMUSG00000051518",1.57943504763606,8.37032688522144,8.62264840920942,2.66403990157305e-05,0.000273103970748087,2.84786751025217
"ENSMUSG00000057191",-1.579426834625,10.692284835255,-10.5079096479706,6.21885919829056e-06,0.000101639016204997,4.40958290247422
"ENSMUSG00000001420",1.57854353666438,6.03160067832018,6.61936344385329,0.000172085867903338,0.00107718832120847,0.829255410278635
